(70, 8471112291, 71, 1, 0, 0, 2),
(71, 8471112292, 72, 1, 1, 1, 1),
(72, 8471112293, 73, 1, 0, 0, 2),
(73, 8471112294, 74, 1, 1, 1, 1),
(74, 8471112295, 75, 1, 0, 0, 2),
(75, 8471112296, 76, 1, 1, 1, 1),
(76, 8471112297, 77, 1, 0, 0, 2),
(77, 8471112298, 78, 1, 1, 1, 1),
(78, 8471112299, 79, 1, 0, 0, 2),
(79, 8471112300, 80, 1, 1, 1, 1),
(80, 8471112301, 81, 1, 0, 0, 2),
(81, 8471112302, 82, 1, 1, 1, 1),
(82, 8471112303, 83, 1, 0, 0, 2),
(83, 8471112304, 84, 1, 1, 1, 1),
(84, 8471112305, 85, 1, 0, 0, 2),
(85, 8471112306, 86, 1, 1, 1, 1),
(86, 8471112307, 87, 1, 0, 0, 2),
(87, 8471112308, 88, 1, 1, 1, 1),
(88, 8471112309, 89, 1, 0, 0, 2),
(89, 8471112310, 90, 1, 1, 1, 1),
(90, 8471112311, 91, 1, 0, 0, 2),
(91, 8471112312, 92, 1, 1, 1, 1),
(92, 8471112313, 93, 1, 0, 0, 2),
(93, 8471112314, 94, 1, 1, 1, 1),
(94, 8471112315, 95, 1, 0, 0, 2),
(95, 8471112316, 96, 1, 1, 1, 1),
(96, 8471112317, 97, 1, 0, 0, 2),
(97, 8471112318, 98, 1, 1, 1, 1),
(98, 8471112319, 99, 1, 0, 0, 2),
(99, 8471112320, 100, 1, 1, 1, 1),
(100, 8471112321, 101, 1, 0, 0, 2),
(101, 8471112322, 102, 1, 1, 1, 1),
(102, 8471112323, 103, 1, 0, 0, 2),
(103, 8471112324, 104, 1, 1, 1, 1),
(104, 8471112325, 105, 1, 0, 0, 2),
(105, 8471112326, 106, 1, 1, 1, 1),
(106, 8471112327, 107, 1, 0, 0, 2),
(107, 8471112328, 108, 1, 1, 1, 1),
(108, 8471112329, 109, 1, 0, 0, 2),
(109, 8471112330, 110, 1, 1, 1, 1),
(110, 8471112331, 111, 1, 0, 0, 2),
(111, 8471112332, 112, 1, 1, 1, 1),
(112, 8471112333, 113, 1, 0, 0, 2),
(113, 8471112334, 114, 1, 1, 1, 1),
(114, 8471112335, 115, 1, 0, 0, 2),
(115, 8471112336, 116, 1, 1, 1, 1),
(116, 8471112337, 117, 1, 0, 0, 2),
(117, 8471112338, 118, 1, 1, 1, 1),
(118, 8471112339, 119, 1, 0, 0, 2),
(119, 8471112340, 120, 1, 1, 1, 1),
(120, 8471112341, 121, 1, 0, 0, 2),
(121, 8471112342, 122, 1, 1, 1, 1),
(122, 8471112343, 123, 1, 0, 0, 2),
(123, 8471112344, 124, 1, 1, 1, 1),
(124, 8471112345, 125, 1, 0, 0, 2),
(125, 8471112346, 126, 1, 1, 1, 1),
(126, 8471112347, 127, 1, 0, 0, 2),
(127, 8471112348, 128, 1, 1, 1, 1),
(128, 8471112349, 129, 1, 0, 0, 2),
(129, 8471112350, 130, 1, 1, 1, 1),
(130, 8471112351, 131, 1, 0, 0, 2),
(131, 8471112352, 132, 1, 1, 1, 1),
(132, 8471112353, 133, 1, 0, 0, 2),
(133, 8471112354, 134, 1, 1, 1, 1),
(134, 8471112355, 135, 1, 0, 0, 2),
(135, 8471112356, 136, 1, 1, 1, 1),
(136, 8471112357, 137, 1, 0, 0, 2),
(137, 8471112358, 138, 1, 1, 1, 1),
(138, 8471112359, 139, 1, 0, 0, 2),
(139, 8471112360, 140, 1, 1, 1, 1),
(140, 8471112361, 141, 1, 0, 0, 2),
(141, 8471112362, 142, 1, 1, 1, 1),
(142, 8471112363, 143, 1, 0, 0, 2),
(143, 8471112364, 144, 1, 1, 1, 1),
(144, 8471112365, 145, 1, 0, 0, 2),
(145, 8471112366, 146, 1, 1, 1, 1),
(146, 8471112367, 147, 1, 0, 0, 2),
(147, 8471112368, 148, 1, 1, 1, 1),
(148, 8471112369, 149, 1, 0, 0, 2),
(149, 8471112370, 150, 1, 1, 1, 1),
(150, 8471112371, 151, 1, 0, 0, 2),
(151, 8471112372, 152, 1, 1, 1, 1),
(152, 8471112373, 153, 1, 0, 0, 2),
(153, 8471112374, 154, 1, 1, 1, 1),
(154, 8471112375, 155, 1, 0, 0, 2),
(155, 8471112376, 156, 1, 1, 1, 1),
(156, 8471112377, 157, 1, 0, 0, 2),
(157, 8471112378, 158, 1, 1, 1, 1),
(158, 8471112379, 159, 1, 0, 0, 2),
(159, 8471112380, 160, 1, 1, 1, 1),
(160, 8471112381, 161, 1, 0, 0, 2),
(161, 8471112382, 162, 1, 1, 1, 1),
(162, 8471112383, 163, 1, 0, 0, 2),
(163, 8471112384, 164, 1, 1, 1, 1),
(164, 8471112385, 165, 1, 0, 0, 2),
(165, 8471112386, 166, 1, 1, 1, 1),
(166, 8471112387, 167, 1, 0, 0, 2),
(167, 8471112388, 168, 1, 1, 1, 1),
(168, 8471112389, 169, 1, 0, 0, 2),
(169, 8471112390, 170, 1, 1, 1, 1),
(170, 8471112391, 171, 1, 0, 0, 2),
(171, 8471112392, 172, 1, 1, 1, 1),
(172, 8471112393, 173, 1, 0, 0, 2),
(173, 8471112394, 174, 1, 1, 1, 1),
(174, 8471112395, 175, 1, 0, 0, 2),
(175, 8471112396, 176, 1, 1, 1, 1),
(176, 8471112397, 177, 1, 0, 0, 2),
(177, 8471112398, 178, 1, 1, 1, 1),
(178, 8471112399, 179, 1, 0, 0, 2),
(179, 8471112400, 180, 1, 1, 1, 1),
(180, 8471112401, 181, 1, 0, 0, 2),
(181, 8471112402, 182, 1, 1, 1, 1),
(182, 8471112403, 183, 1, 0, 0, 2),
(183, 8471112404, 184, 1, 1, 1, 1),
(184, 8471112405, 185, 1, 0, 0, 2),
(185, 8471112406, 186, 1, 1, 1, 1),
(186, 8471112407, 187, 1, 0, 0, 2),
(187, 8471112408, 188, 1, 1, 1, 1),
(188, 8471112409, 189, 1, 0, 0, 2),
(189, 8471112410, 190, 1, 1, 1, 1),
(190, 8471112411, 191, 1, 0, 0, 2),
(191, 8471112412, 192, 1, 1, 1, 1),
(192, 8471112413, 193, 1, 0, 0, 2),
(193, 8471112414, 194, 1, 1, 1, 1),
(194, 8471112415, 195, 1, 0, 0, 2),
(195, 8471112416, 196, 1, 1, 1, 1),
(196, 8471112417, 197, 1, 0, 0, 2),
(197, 8471112418, 198, 1, 1, 1, 1),
(198, 8471112419, 199, 1, 0, 0, 2),
(199, 8471112420, 200, 1, 1, 1, 1),
(200, 8471112421, 201, 1, 0, 0, 2),
(201, 8471112422, 202, 1, 1, 1, 1),
(202, 8471112423, 203, 1, 0, 0, 2),
(203, 8471112424, 204, 1, 1, 1, 1),
(204, 8471112425, 205, 1, 0, 0, 2),
(205, 8471112426, 206, 1, 1, 1, 1),
(206, 8471112427, 207, 1, 0, 0, 2),
(207, 8471112428, 208, 1, 1, 1, 1),
(208, 8471112429, 209, 1, 0, 0, 2),
(209, 8471112430, 210, 1, 1, 1, 1),
(210, 8471112431, 211, 1, 0, 0, 2),
(211, 8471112432, 212, 1, 1, 1, 1),
(212, 8471112433, 213, 1, 0, 0, 2),
(213, 8471112434, 214, 1, 1, 1, 1),
(214, 8471112435, 215, 1, 0, 0, 2),
(215, 8471112436, 216, 1, 1, 1, 1),
(216, 8471112437, 217, 1, 0, 0, 2),
(217, 8471112438, 218, 1, 1, 1, 1),
(218, 8471112439, 219, 1, 0, 0, 2),
(219, 8471112440, 220, 1, 1, 1, 1),
(220, 8471112441, 221, 1, 0, 0, 2),
(221, 8471112442, 222, 1, 1, 1, 1),
(222, 8471112443, 223, 1, 0, 0, 2),
(223, 8471112444, 1, 1, 1, 1, 1),
(224, 8471112445, 2, 1, 0, 0, 2),
(225, 8471112446, 3, 1, 1, 1, 1),
(226, 8471112447, 4, 1, 0, 0, 2),
(227, 8471112448, 5, 1, 1, 1, 1),
(228, 8471112449, 6, 1, 0, 0, 2),
(229, 8471112450, 7, 1, 1, 1, 1),
(230, 8471112451, 8, 1, 0, 0, 2),
(231, 8471112452, 9, 1, 1, 1, 1),
(232, 8471112453, 10, 1, 0, 0, 2),
(233, 8471112454, 11, 1, 1, 1, 1),
(234, 8471112455, 12, 1, 0, 0, 2),
(235, 8471112456, 13, 1, 1, 1, 1),
(236, 8471112457, 14, 1, 0, 0, 2),
(237, 8471112458, 15, 1, 1, 1, 1),
(238, 8471112459, 16, 1, 0, 0, 2),
(239, 8471112460, 17, 1, 1, 1, 1),
(240, 8471112461, 18, 1, 0, 0, 2),
(241, 8471112462, 19, 1, 1, 1, 1),
(242, 8471112463, 20, 1, 0, 0, 2),
(243, 8471112464, 21, 1, 1, 1, 1),
(244, 8471112465, 22, 1, 0, 0, 2),
(245, 8471112466, 23, 1, 1, 1, 1),
(246, 8471112467, 24, 1, 0, 0, 2),
(247, 8471112468, 25, 1, 1, 1, 1),
(248, 8471112469, 26, 1, 0, 0, 2),
(249, 8471112470, 27, 1, 1, 1, 1),
(250, 8471112471, 28, 1, 0, 0, 2),
(251, 8471112472, 29, 1, 1, 1, 1),
(252, 8471112473, 30, 1, 0, 0, 2),
(253, 8471112474, 31, 1, 1, 1, 1),
(254, 8471112475, 32, 1, 0, 0, 2),
(255, 8471112476, 33, 1, 1, 1, 1),
(256, 8471112477, 34, 1, 0, 0, 2),
(257, 8471112478, 35, 1, 1, 1, 1),
(258, 8471112479, 36, 1, 0, 0, 2),
(259, 8471112480, 37, 1, 1, 1, 1),
(260, 8471112481, 38, 1, 0, 0, 2),
(261, 8471112482, 39, 1, 1, 1, 1),
(262, 8471112483, 40, 1, 0, 0, 2),
(263, 8471112484, 41, 1, 1, 1, 1),
(264, 8471112485, 42, 1, 0, 0, 2),
(265, 8471112486, 43, 1, 1, 1, 1),
(266, 8471112487, 44, 1, 0, 0, 2),
(267, 8471112488, 45, 1, 1, 1, 1),
(268, 8471112489, 46, 1, 0, 0, 2),
(269, 8471112490, 47, 1, 1, 1, 1),
(270, 8471112491, 48, 1, 0, 0, 2),
(271, 8471112492, 49, 1, 1, 1, 1),
(272, 8471112493, 50, 1, 0, 0, 2),
(273, 8471112494, 51, 1, 1, 1, 1),
(274, 8471112495, 52, 1, 0, 0, 2),
(275, 8471112496, 53, 1, 1, 1, 1),
(276, 8471112497, 54, 1, 0, 0, 2),
(277, 8471112498, 55, 1, 1, 1, 1),
(278, 8471112499, 56, 1, 0, 0, 2),
(279, 8471112500, 57, 1, 1, 1, 1),
(280, 8471112501, 58, 1, 0, 0, 2),
(281, 8471112502, 59, 1, 1, 1, 1),
(282, 8471112503, 60, 1, 0, 0, 2),
(283, 8471112504, 61, 1, 1, 1, 1),
(284, 8471112505, 62, 1, 0, 0, 2),
(285, 8471112506, 63, 1, 1, 1, 1),
(286, 8471112507, 64, 1, 0, 0, 2),
(287, 8471112508, 65, 1, 1, 1, 1),
(288, 8471112509, 66, 1, 0, 0, 2),
(289, 8471112510, 67, 1, 1, 1, 1),
(290, 8471112511, 68, 1, 0, 0, 2),
(291, 8471112512, 69, 1, 1, 1, 1),
(292, 8471112513, 70, 1, 0, 0, 2),
(293, 8471112514, 71, 1, 1, 1, 1),
(294, 8471112515, 72, 1, 0, 0, 2),
(295, 8471112516, 73, 1, 1, 1, 1),
(296, 8471112517, 74, 1, 0, 0, 2),
(297, 8471112518, 75, 1, 1, 1, 1),
(298, 8471112519, 76, 1, 0, 0, 2),
(299, 8471112520, 77, 1, 1, 1, 1),
(300, 8471112521, 78, 1, 0, 0, 2),
(301, 8471112522, 79, 1, 1, 1, 1),
(302, 8471112523, 80, 1, 0, 0, 2),
(303, 8471112524, 81, 1, 1, 1, 1),
(304, 8471112525, 82, 1, 0, 0, 2),
(305, 8471112526, 83, 1, 1, 1, 1),
(306, 8471112527, 84, 1, 0, 0, 2),
(307, 8471112528, 85, 1, 1, 1, 1),
(308, 8471112529, 86, 1, 0, 0, 2),
(309, 8471112530, 87, 1, 1, 1, 1),
(310, 8471112531, 88, 1, 0, 0, 2),
(311, 8471112532, 89, 1, 1, 1, 1),
(312, 8471112533, 90, 1, 0, 0, 2),
(313, 8471112534, 91, 1, 1, 1, 1),
(314, 8471112535, 92, 1, 0, 0, 2),
(315, 8471112536, 93, 1, 1, 1, 1),
(316, 8471112537, 94, 1, 0, 0, 2),
(317, 8471112538, 95, 1, 1, 1, 1),
(318, 8471112539, 96, 1, 0, 0, 2),
(319, 8471112540, 97, 1, 1, 1, 1),
(320, 8471112541, 98, 1, 0, 0, 2),
(321, 8471112542, 99, 1, 1, 1, 1),
(322, 8471112543, 100, 1, 0, 0, 2),
(323, 8471112544, 101, 1, 1, 1, 1),
(324, 8471112545, 102, 1, 0, 0, 2),
(325, 8471112546, 103, 1, 1, 1, 1),
(326, 8471112547, 104, 1, 0, 0, 2),
(327, 8471112548, 105, 1, 1, 1, 1),
(328, 8471112549, 106, 1, 0, 0, 2),
(329, 8471112550, 107, 1, 1, 1, 1),
(330, 8471112551, 108, 1, 0, 0, 2),
(331, 8471112552, 109, 1, 1, 1, 1),
(332, 8471112553, 110, 1, 0, 0, 2),
(333, 8471112554, 111, 1, 1, 1, 1),
(334, 8471112555, 112, 1, 0, 0, 2),
(335, 8471112556, 113, 1, 1, 1, 1),
(336, 8471112557, 114, 1, 0, 0, 2),
(337, 8471112558, 115, 1, 1, 1, 1),
(338, 8471112559, 116, 1, 0, 0, 2),
(339, 8471112560, 117, 1, 1, 1, 1),
(340, 8471112561, 118, 1, 0, 0, 2),
(341, 8471112562, 119, 1, 1, 1, 1),
(342, 8471112563, 120, 1, 0, 0, 2),
(343, 8471112564, 121, 1, 1, 1, 1),
(344, 8471112565, 122, 1, 0, 0, 2),
(345, 8471112566, 123, 1, 1, 1, 1),
(346, 8471112567, 124, 1, 0, 0, 2),
(347, 8471112568, 125, 1, 1, 1, 1),
(348, 8471112569, 126, 1, 0, 0, 2),
(349, 8471112570, 127, 1, 1, 1, 1),
(350, 8471112571, 128, 1, 0, 0, 2),
(351, 8471112572, 129, 1, 1, 1, 1),
(352, 8471112573, 130, 1, 0, 0, 2),
(353, 8471112574, 131, 1, 1, 1, 1),
(354, 8471112575, 132, 1, 0, 0, 2),
(355, 8471112576, 133, 1, 1, 1, 1),
(356, 8471112577, 134, 1, 0, 0, 2),
(357, 8471112578, 135, 1, 1, 1, 1),
(358, 8471112579, 136, 1, 0, 0, 2),
(359, 8471112580, 137, 1, 1, 1, 1),
(360, 8471112581, 138, 1, 0, 0, 2),
(361, 8471112582, 139, 1, 1, 1, 1),
(362, 8471112583, 140, 1, 0, 0, 2),
(363, 8471112584, 141, 1, 1, 1, 1),
(364, 8471112585, 142, 1, 0, 0, 2),
(365, 8471112586, 143, 1, 1, 1, 1),
(366, 8471112587, 144, 1, 0, 0, 2),
(367, 8471112588, 145, 1, 1, 1, 1),
(368, 8471112589, 146, 1, 0, 0, 2),
(369, 8471112590, 147, 1, 1, 1, 1),
(370, 8471112591, 148, 1, 0, 0, 2),
(371, 8471112592, 149, 1, 1, 1, 1),
(372, 8471112593, 150, 1, 0, 0, 2),
(373, 8471112594, 151, 1, 1, 1, 1),
(374, 8471112595, 152, 1, 0, 0, 2),
(375, 8471112596, 153, 1, 1, 1, 1),
(376, 8471112597, 154, 1, 0, 0, 2),
(377, 8471112598, 155, 1, 1, 1, 1),
(378, 8471112599, 156, 1, 0, 0, 2),
(379, 8471112600, 157, 1, 1, 1, 1),
(380, 8471112601, 158, 1, 0, 0, 2),
(381, 8471112602, 159, 1, 1, 1, 1),
(382, 8471112603, 160, 1, 0, 0, 2),
(383, 8471112604, 161, 1, 1, 1, 1),
(384, 8471112605, 162, 1, 0, 0, 2),
(385, 8471112606, 163, 1, 1, 1, 1),
(386, 8471112607, 164, 1, 0, 0, 2),
(387, 8471112608, 165, 1, 1, 1, 1),
(388, 8471112609, 166, 1, 0, 0, 2),
(389, 8471112610, 167, 1, 1, 1, 1),
(390, 8471112611, 168, 1, 0, 0, 2),
(391, 8471112612, 169, 1, 1, 1, 1),
(392, 8471112613, 170, 1, 0, 0, 2),
(393, 8471112614, 171, 1, 1, 1, 1),
(394, 8471112615, 172, 1, 0, 0, 2),
(395, 8471112616, 173, 1, 1, 1, 1),
(396, 8471112617, 174, 1, 0, 0, 2),
(397, 8471112618, 175, 1, 1, 1, 1),
(398, 8471112619, 176, 1, 0, 0, 2),
(399, 8471112620, 177, 1, 1, 1, 1),
(400, 8471112621, 178, 1, 0, 0, 2),
(401, 8471112622, 179, 1, 1, 1, 1),
(402, 8471112623, 180, 1, 0, 0, 2),
(403, 8471112624, 181, 1, 1, 1, 1),
(404, 8471112625, 182, 1, 0, 0, 2),
(405, 8471112626, 183, 1, 1, 1, 1),
(406, 8471112627, 184, 1, 0, 0, 2),
(407, 8471112628, 185, 1, 1, 1, 1),
(408, 8471112629, 186, 1, 0, 0, 2),
(409, 8471112630, 187, 1, 1, 1, 1),
(410, 8471112631, 188, 1, 0, 0, 2),
(411, 8471112632, 189, 1, 1, 1, 1),
(412, 8471112633, 190, 1, 0, 0, 2),
(413, 8471112634, 191, 1, 1, 1, 1),
(414, 8471112635, 192, 1, 0, 0, 2),
(415, 8471112636, 193, 1, 1, 1, 1),
(416, 8471112637, 194, 1, 0, 0, 2),
(417, 8471112638, 195, 1, 1, 1, 1),
(418, 8471112639, 196, 1, 0, 0, 2),
(419, 8471112640, 197, 1, 1, 1, 1),
(420, 8471112641, 198, 1, 0, 0, 2),
(421, 8471112642, 199, 1, 1, 1, 1),
(422, 8471112643, 200, 1, 0, 0, 2),
(423, 8471112644, 201, 1, 1, 1, 1),
(424, 8471112645, 202, 1, 0, 0, 2),
(425, 8471112646, 203, 1, 1, 1, 1),
(426, 8471112647, 204, 1, 0, 0, 2),
(427, 8471112648, 205, 1, 1, 1, 1),
(428, 8471112649, 206, 1, 0, 0, 2),
(429, 8471112650, 207, 1, 1, 1, 1),
(430, 8471112651, 208, 1, 0, 0, 2),
(431, 8471112652, 209, 1, 1, 1, 1),
(432, 8471112653, 210, 1, 0, 0, 2),
(433, 8471112654, 211, 1, 1, 1, 1),
(434, 8471112655, 212, 1, 0, 0, 2),
(435, 8471112656, 213, 1, 1, 1, 1),
(436, 8471112657, 214, 1, 0, 0, 2),
(437, 8471112658, 215, 1, 1, 1, 1),
(438, 8471112659, 216, 1, 0, 0, 2),
(439, 8471112660, 217, 1, 1, 1, 1),
(440, 8471112661, 218, 1, 0, 0, 2),
(441, 8471112662, 219, 1, 1, 1, 1),
(442, 8471112663, 220, 1, 0, 0, 2),
(443, 8471112664, 221, 1, 1, 1, 1),
(444, 8471112665, 222, 1, 0, 0, 2),
(445, 8471112666, 223, 1, 1, 1, 1),
(446, 8471112667, 1, 1, 0, 0, 2),
(447, 8471112668, 2, 1, 1, 1, 1),
(448, 8471112669, 3, 1, 0, 0, 2),
(449, 8471112670, 4, 1, 1, 1, 1),
(450, 8471112671, 5, 1, 0, 0, 2),
(451, 8471112672, 6, 1, 1, 1, 1),
(452, 8471112673, 7, 1, 0, 0, 2),
(453, 8471112674, 8, 1, 1, 1, 1),
(454, 8471112675, 9, 1, 0, 0, 2),
(455, 8471112676, 10, 1, 1, 1, 1),
(456, 8471112677, 11, 1, 0, 0, 2),
(457, 8471112678, 12, 1, 1, 1, 1),
(458, 8471112679, 13, 1, 0, 0, 2),
(459, 8471112680, 14, 1, 1, 1, 1),
(460, 8471112681, 15, 1, 0, 0, 2),
(461, 8471112682, 16, 1, 1, 1, 1),
(462, 8471112683, 17, 1, 0, 0, 2),
(463, 8471112684, 18, 1, 1, 1, 1),
(464, 8471112685, 19, 1, 0, 0, 2),
(465, 8471112686, 20, 1, 1, 1, 1),
(466, 8471112687, 21, 1, 0, 0, 2),
(467, 8471112688, 22, 1, 1, 1, 1),
(468, 8471112689, 23, 1, 0, 0, 2),
(469, 8471112690, 24, 1, 1, 1, 1),
(470, 8471112691, 25, 1, 0, 0, 2),
(471, 8471112692, 26, 1, 1, 1, 1),
(472, 8471112693, 27, 1, 0, 0, 2),
(473, 8471112694, 28, 1, 1, 1, 1),
(474, 8471112695, 29, 1, 0, 0, 2),
(475, 8471112696, 30, 1, 1, 1, 1),
(476, 8471112697, 31, 1, 0, 0, 2),
(477, 8471112698, 32, 1, 1, 1, 1),
(478, 8471112699, 33, 1, 0, 0, 2),
(479, 8471112700, 34, 1, 1, 1, 1),
(480, 8471112701, 35, 1, 0, 0, 2),
(481, 8471112702, 36, 1, 1, 1, 1),
(482, 8471112703, 37, 1, 0, 0, 2),
(483, 8471112704, 38, 1, 1, 1, 1),
(484, 8471112705, 39, 1, 0, 0, 2),
(485, 8471112706, 40, 1, 1, 1, 1),
(486, 8471112707, 41, 1, 0, 0, 2),
(487, 8471112708, 42, 1, 1, 1, 1),
(488, 8471112709, 43, 1, 0, 0, 2),
(489, 8471112710, 44, 1, 1, 1, 1),
(490, 8471112711, 45, 1, 0, 0, 2),
(491, 8471112712, 46, 1, 1, 1, 1),
(492, 8471112713, 47, 1, 0, 0, 2),
(493, 8471112714, 48, 1, 1, 1, 1),
(494, 8471112715, 49, 1, 0, 0, 2),
(495, 8471112716, 50, 1, 1, 1, 1),
(496, 8471112717, 51, 1, 0, 0, 2),
(497, 8471112718, 52, 1, 1, 1, 1),
(498, 8471112719, 53, 1, 0, 0, 2),
(499, 8471112720, 54, 1, 1, 1, 1),
(500, 8471112721, 55, 1, 0, 0, 2),
(501, 8471112722, 56, 1, 1, 1, 1),
(502, 8471112723, 57, 1, 0, 0, 2),
(503, 8471112724, 58, 1, 1, 1, 1),
(504, 8471112725, 59, 1, 0, 0, 2),
(505, 8471112726, 60, 1, 1, 1, 1),
(506, 8471112727, 61, 1, 0, 0, 2),
(507, 8471112728, 62, 1, 1, 1, 1),
(508, 8471112729, 63, 1, 0, 0, 2),
(509, 8471112730, 64, 1, 1, 1, 1),
(510, 8471112731, 65, 1, 0, 0, 2),
(511, 8471112732, 66, 1, 1, 1, 1),
(512, 8471112733, 67, 1, 0, 0, 2),
(513, 8471112734, 68, 1, 1, 1, 1),
(514, 8471112735, 69, 1, 0, 0, 2),
(515, 8471112736, 70, 1, 1, 1, 1),
(516, 8471112737, 71, 1, 0, 0, 2),
(517, 8471112738, 72, 1, 1, 1, 1),
(518, 8471112739, 73, 1, 0, 0, 2),
(519, 8471112740, 74, 1, 1, 1, 1),
(520, 8471112741, 75, 1, 0, 0, 2),
(521, 8471112742, 76, 1, 1, 1, 1),
(522, 8471112743, 77, 1, 0, 0, 2),
(523, 8471112744, 78, 1, 1, 1, 1),
(524, 8471112745, 79, 1, 0, 0, 2),
(525, 8471112746, 80, 1, 1, 1, 1),
(526, 8471112747, 81, 1, 0, 0, 2),
(527, 8471112748, 82, 1, 1, 1, 1),
(528, 8471112749, 83, 1, 0, 0, 2),
(529, 8471112750, 84, 1, 1, 1, 1),
(530, 8471112751, 85, 1, 0, 0, 2),
(531, 8471112752, 86, 1, 1, 1, 1),
(532, 8471112753, 87, 1, 0, 0, 2),
(533, 8471112754, 88, 1, 1, 1, 1),
(534, 8471112755, 89, 1, 0, 0, 2),
(535, 8471112756, 90, 1, 1, 1, 1),
(536, 8471112757, 91, 1, 0, 0, 2),
(537, 8471112758, 92, 1, 1, 1, 1),
(538, 8471112759, 93, 1, 0, 0, 2),
(539, 8471112760, 94, 1, 1, 1, 1),
(540, 8471112761, 95, 1, 0, 0, 2),
(541, 8471112762, 96, 1, 1, 1, 1),
(542, 8471112763, 97, 1, 0, 0, 2),
(543, 8471112764, 98, 1, 1, 1, 1),
(544, 8471112765, 99, 1, 0, 0, 2),
(545, 8471112766, 100, 1, 1, 1, 1),
(546, 8471112767, 101, 1, 0, 0, 2),
(547, 8471112768, 102, 1, 1, 1, 1),
(548, 8471112769, 103, 1, 0, 0, 2),
(549, 8471112770, 104, 1, 1, 1, 1),
(550, 8471112771, 105, 1, 0, 0, 2),
(551, 8471112772, 106, 1, 1, 1, 1),
(552, 8471112773, 107, 1, 0, 0, 2),
(553, 8471112774, 108, 1, 1, 1, 1),
(554, 8471112775, 109, 1, 0, 0, 2),
(555, 8471112776, 110, 1, 1, 1, 1),
(556, 8471112777, 111, 1, 0, 0, 2),
(557, 8471112778, 112, 1, 1, 1, 1),
(558, 8471112779, 113, 1, 0, 0, 2),
(559, 8471112780, 114, 1, 1, 1, 1),
(560, 8471112781, 115, 1, 0, 0, 2),
